Empresa,Yhaguy,,,,,,,,
,,,,,,,,,
CODIGO,DESCRIPCION,FAMILIA,MARCA,APLICACION,MODELO,GRUPO,LINEA,PESO,VOLUMEN
MB-2152,CABO ACELERADOR M/N,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,OM366,CYE,PESADA,0,0
MB-1988,REPARO COJIN.EMPUJE M/N,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,OM366,CYE,PESADA,0,0
MB-1975,FLEXIBLE EMBRAGUE M/N HEMBRA A HEMBRA,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,OM366,CYE,PESADA,0,0
MB-002,JUNTA BALANCIN OM 904,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,OM366,JUNTAS,PESADA,0,0
MB-1997,REPARO Z TRAS.M/N,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,OM366,MYF,PESADA,0,0
MB-1959,ARANDELA PUNTA EJE M/N,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,OM366,MYF,PESADA,0,0
MB-1960,SEGURO PUNTA EJE M/N ESTRELLITA,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,OM366,MYF,PESADA,0,0
TOM TO-224,TAMBOR FRENO TRAS.M/N 1414/1618/1620  3599/3586,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,OM366,MYF,PESADA,0,0
MB-2016,BUJE VOLANTE C/GOMA M/N,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,OM366,SYD,PESADA,0,0
MB-2149,CABO VELOCIMETRO SC T112 2100mm.,REPUESTOS,COMPRA LOCAL,SCANIA,112,MOTOR,PESADA,0,0
SC 1320602,RESERVORIO AGUA RADIADOR SC R113,REPUESTOS,COMPRA LOCAL,SCANIA,113,ACCESORIOS,PESADA,0,0
SC-1854,CERRADURA PUERTA SC124 (I) PARALELO,REPUESTOS,COMPRA LOCAL,SCANIA,124,ACCESORIOS,PESADA,0,0
GLO 1962S,SUSPENSION NEUM.SERIE 4 DEL.,REPUESTOS,COMPRA LOCAL,SCANIA,124,SUSPENSION,PESADA,0,0
SC 1302665,ANILLO SEGURO P/ REDUCTORA GR900,REPUESTOS,COMPRA LOCAL,SCANIA,VARIOS,CAJA,PESADA,0,0
KM 069.0802,PLATO DE PRESION SC113 M/N ESTIRA  1470,REPUESTOS,KM,SCANIA,113,EMBRAGUES,PESADA,0,0
KM 069.1366,PLATO DE PRESION SC S4 P/L94 P/T/R114/124 K124 430mm,REPUESTOS,KM,SCANIA,124,EMBRAGUES,PESADA,0,0
ARY 389409,SATELITE DIF. SCANIA,REPUESTOS,ARY GEAR,SCANIA,113,DIFERENCIAL,PESADA,0,0
ARY 1116475,CONO SINC.,REPUESTOS,ARY GEAR,SCANIA,124,CAJA,PESADA,0,0
SAM 040202,POLEA TENSOR CORREA SC SERIE 4 - LISO,REPUESTOS,SAMPA,SCANIA,124,Sin Grupo,PESADA,0,0
NTI 1671953,SERVO EMBR.VOLVO NTI 95mm,REPUESTOS,NTI,VOLVO,VARIOS,EMBRAGUES,PESADA,0,0
MB-206,BULON 12x50 P.FINO,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,ELE,PESADA,0,0
MB-210,BULON 14x50 P.FINO,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,ELE,PESADA,0,0
MB-200,BULON 10x40 P.COMUN,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,ELE,PESADA,0,0
MB-209,BULON 14x45 P.FINO SOPORTE TANQUE COMB.,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,ELE,PESADA,0,0
MB-197,BULON  8x60,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,ELE,PESADA,0,0
MB-198,BULON  8x70,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,ELE,PESADA,0,0
MB-217,BULON 16x50 P.FINO,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,ELE,PESADA,0,0
MB-211,BULON 14x50 P.GRUESO,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,ELE,PESADA,0,0
MB-202,BULON 10x70 P.GRUESO,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,ELE,PESADA,0,0
MB-220,BULON 16x90 P.GRUESO,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,ELE,PESADA,0,0
MB-6789,ZAPATA FRENO TRAS.M/N 180 MM,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
D1264M,PASTILLA DE FRENO,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
MB INS 1313,INSIGNIA COSTADO 1313 ADHESIVO,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
MB-1990,RODILLO EJE DE MANDO 1519,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,1519,CYD,PESADA,0,0
MB-2178,TUERCA PRISIONERO TURBINA 8mm DE COBRE,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,VARIOS,MOTOR,PESADA,0,0
MB-208,BULON BANCADA DIF.16x95,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,VARIOS,CAJA,PESADA,0,0
MB-204,BULON 12x30 P.FINO,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,VARIOS,ELE,PESADA,0,0
MB-207,BULON 12x70 P.FINO,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,VARIOS,ELE,PESADA,0,0
MB-196,BULON  8x50,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,VARIOS,ELE,PESADA,0,0
MB-215,BULON 16x80 P.GRUESO,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,VARIOS,ELE,PESADA,0,0
MB-199,BULON 10x30 P.GRUESO,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,VARIOS,ELE,PESADA,0,0
MB-205,BULON 12x45 P.FINO SOPORTE MOTOR DEL.,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,VARIOS,ELE,PESADA,0,0
MB-218,BULON 16x70 P.GRUESO,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,VARIOS,ELE,PESADA,0,0
MB-2048,LLAVE RUEDA 30 x 32 SIN MANGO,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,VARIOS,VYF,PESADA,0,0
MB 1290.206.087,HORQUILLA CAJA 5a.,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,OM366,CAJA ZF,PESADA,0,0
MB-1961,ARANDELA EJE DE MANDO M/N,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,OM366,CYD,PESADA,0,0
SC 1424853,ANILLO GOMA FILTRO DE AIRE SC124 CHICO,REPUESTOS,COMPRA LOCAL,SCANIA,124,MOTOR,PESADA,0,0
SC 154291,PERNO GUIA TAPA BALANCIN SC111/3,REPUESTOS,COMPRA LOCAL,SCANIA,VARIOS,Sin Grupo,PESADA,0,0
ZM 401,AUXILIAR ARRANQUE 12V,REPUESTOS,ZM,Sin Color,VARIOS,ELE,PESADA,0,0
RID 001,SELLADOR Y EQUILIBRADOR P/ NEUMATICOS (AUTO) RIDE-ON,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,CUBAUTO,Sin linea,0,0
BEP M071A,"PUNTERA CROMADO TURBO 4"" CURO",REPUESTOS,BEPO,Sin Color,VARIOS,ACCESORIOS,PESADA,0,0
BEP M186,ESTRIBERA CROMADO C/SOPORTE,REPUESTOS,BEPO,MERCEDES BENZ,1113,ACCESORIOS,PESADA,0,0
BEP M194D,TANQUE COMB.210L M/N PLASTICO,REPUESTOS,BEPO,MERCEDES BENZ,1113/1313,ACCESORIOS,PESADA,0,0
BEP S215,PROTECTOR FARO ANTINIEBLA SC124 CROM,REPUESTOS,BEPO,SCANIA,124,ACCESORIOS,PESADA,0,0
BEP B071X,"ABRAZADERA 5"" INOX FLEXIBLE FH/NH",REPUESTOS,BEPO,VOLVO,VARIOS,ACCESORIOS,PESADA,0,0
BEP V872Z,SOPORTE TANQUE COMB.VOLVO NL C/CINTA,REPUESTOS,BEPO,VOLVO,VARIOS,Sin Grupo,OTROS,0,0
BOE 6151,ZAPATA FRENO 1113,REPUESTOS,BOECHAT,MERCEDES BENZ,1113,FRENOS,PESADA,0,0
BOE 6172,PLATO RUEDA DEL.1313/1513,REPUESTOS,BOECHAT,MERCEDES BENZ,1313,FRENOS,PESADA,0,0
BOE 6152,ZAPATA FRENO 1313,REPUESTOS,BOECHAT,MERCEDES BENZ,1313,FRENOS,PESADA,0,0
BOE 6154,ZAPATA FRENO 1513,REPUESTOS,BOECHAT,MERCEDES BENZ,1513,FRENOS,PESADA,0,0
BOE 7805,PLATO RUEDA M/N P/184 UNIT. (D),REPUESTOS,BOECHAT,MERCEDES BENZ,OM366,FRENOS,PESADA,0,0
BOE 6401,ZAPATA FRENO TRAS.M/N 160mm,REPUESTOS,BOECHAT,MERCEDES BENZ,OM366,FRENOS,PESADA,0,0
CIN 06.35.0010,CORONA Y PI�ON 7X40 14mm,REPUESTOS,CINPAL,MERCEDES BENZ,1113,DIFERENCIAL,PESADA,0,0
CIN 05.35.0113,REPARO DIFERENCIAL 1313/1414/1418,REPUESTOS,CINPAL,MERCEDES BENZ,1313,DIFERENCIAL,PESADA,0,0
CIN 17.33.0023,PLANETARIO 1519 AYB 30mm,REPUESTOS,CINPAL,MERCEDES BENZ,1519,DIFERENCIAL,PESADA,0,0
CIP 315975,CARCAZA VELOCIMETRO 315975,REPUESTOS,CIPEC,SCANIA,112/3,CYD,PESADA,0,0
CIP 1546787,CALCE CAMISA 020 SERIE 4,REPUESTOS,CIPEC,SCANIA,124,MOTOR,PESADA,0,0
COF 45003..Y,AMORTIGUADOR TRAS.1113 MB,REPUESTOS,COFAP,MERCEDES BENZ,1113,SYD,PESADA,0,0
COF LC.7173 STD,ARO MOTOR STD 366 97.5mm SEMI CROMADO,REPUESTOS,COFAP,MERCEDES BENZ,OM366,MOTOR,PESADA,0,0
COF 45123..Y,AMORTIGUADOR TRAS.1313/M/N/1214/1218/1621,REPUESTOS,COFAP,MERCEDES BENZ,OM366,SYD,PESADA,0,0
FAG 33208,RULEMAN MASA DEL.MB/SC/VOL,REPUESTOS,FAG,MERCEDES BENZ,1111,MYF,PESADA,0,0
FAG 33215,RULEMAN MASA TRAS.M/N CHICO,REPUESTOS,FAG,MERCEDES BENZ,OM366,MYF,PESADA,0,0
FRU 3524,TAMBOR FRENO DEL.1114/5/1118,REPUESTOS,FRUM,MERCEDES BENZ,1114,MYF,PESADA,0,0
GARR 409300-9031S,TURBINA SOLA M/V 352 (REMAN),REPUESTOS,GARRET,MERCEDES BENZ,OM352,MOTOR,PESADA,0,0
GARR 466646-9041S,TURBINA SOLA M/N OM366A (REMAN),REPUESTOS,GARRET,MERCEDES BENZ,OM366,MOTOR,PESADA,0,0
GARR 703072-9003S,TURBINA SC124/SC113 (REMAN),REPUESTOS,GARRET,SCANIA,124,MOTOR,PESADA,0,0
GARR 729546-5004S,TURBINA MB 712C/914C/915C/ATEGO OM904LA DISCONTINUADO,REPUESTOS,GARRET,SCANIA,OM904,MOTOR,PESADA,0,0
INA F-58554,RODILLO CANASTA ATRAS M/N,REPUESTOS,INA,MERCEDES BENZ,OM366,CAJA,PESADA,0,0
INA F-58695,RODILLO EJE DE MANDO M/N TURBO,REPUESTOS,INA,MERCEDES BENZ,OM366,CAJA,PESADA,0,0
INA F-58551,RODILLO CANASTA 3� M/N,REPUESTOS,INA,MERCEDES BENZ,OM366,CAJA,PESADA,0,0
IC 133371702,REPARO PUNTA EJE 38.20,REPUESTOS,IRMA CESTARI,MERCEDES BENZ,1113,MASA,PESADA,0,0
IC 143371500,PERNO PUNTA EJE 38.00,REPUESTOS,IRMA CESTARI,MERCEDES BENZ,1113,MASA,PESADA,0,0
IC 133571700,TUERCA MASA TRAS.1313,REPUESTOS,IRMA CESTARI,MERCEDES BENZ,1313,MASA,PESADA,0,0
IC 133571900,TUERCA MASA TRAS.1519,REPUESTOS,IRMA CESTARI,MERCEDES BENZ,1519,MASA,PESADA,0,0
IC 132602700,HORQUILLA CAMBIO M/V 4�5�,REPUESTOS,IRMA CESTARI,MERCEDES BENZ,OM352,CAJA,PESADA,0,0
IC 132613100,VARILLA CAMBIO M/N 2�3�,REPUESTOS,IRMA CESTARI,MERCEDES BENZ,OM366,CAJA,PESADA,0,0
IC 132613300,HORQUILLA CAMBIO M/N 2�3�,REPUESTOS,IRMA CESTARI,MERCEDES BENZ,OM366,CAJA,PESADA,0,0
IC 132613200,VARILLA CAMBIO M/N 4�5�,REPUESTOS,IRMA CESTARI,MERCEDES BENZ,OM366,CAJA,PESADA,0,0
IC 110102901,PASTILLA HORQUILLA CAJA  ZF.,REPUESTOS,IRMA CESTARI,MERCEDES BENZ,OM366,CAJA ZF,PESADA,0,0
IC 133371701,REPARO PUNTA EJE 38.10,REPUESTOS,IRMA CESTARI,MERCEDES BENZ,OM366,MASA,PESADA,0,0
IC 143371509,PERNO PUNTA EJE 38.90,REPUESTOS,IRMA CESTARI,MERCEDES BENZ,OM366,MASA,PESADA,0,0
KNO I76204,VALVULA RELE,REPUESTOS,KNORR,MERCEDES BENZ,VARIOS,ELE,PESADA,0,0
MAR 521618,RULEMAN DIF.AYB PI�ON GRANDE,REPUESTOS,MAR,MERCEDES BENZ,1519,DIFERENCIAL,PESADA,0,0
MAR 509043,RULEMAN SIN FIN,REPUESTOS,MAR,MERCEDES BENZ,OM352,SYD,PESADA,0,0
MEC AT-1352,OREJA CARDAN 1519,REPUESTOS,MEC-PAR,MERCEDES BENZ,1519,CARDAN,PESADA,0,0
MIL 1676,CAMISA CILINDRO COMPR.M/N 94mm MIL,REPUESTOS,RODAFUSO,Sin Color,VARIOS,MOTOR,Sin linea,0,0
SUL BSX-561-12V,CARBON ARRANQUE PICUDO 12V SULCARBON,REPUESTOS,RODAFUSO,Sin Color,VARIOS,ELE,Sin linea,0,0
ZEN 1.01.0105.0,BENDIX ARRANQUE M/N 9D.ZEN HNZ 105,REPUESTOS,RODAFUSO,Sin Color,VARIOS,ELE,Sin linea,0,0
MARI IM11039,BOTON DE ARRANQUE MARILIA,REPUESTOS,RODAFUSO,Sin Color,VARIOS,ELE,Sin linea,0,0
MTE 3030,BULBO TEMPERATURA M/N MTE-3030,REPUESTOS,RODAFUSO,Sin Color,VARIOS,ELE,Sin linea,0,0
ROD RCR-55035,"LLANTA C/CAMARA SC K/TR112/3/42/3 MB 10A RECTO 22""",REPUESTOS,RODAROS,SCANIA,113,RUEDA,PESADA,0,0
SAB 07139 BAGE,RETEN,REPUESTOS,SABO,Sin Color,VARIOS,OTROS,LIVIANA,0,0
SAB 48180 EF,JUNTA CAJA 608,REPUESTOS,SABO,MERCEDES BENZ,608,CAJA,PESADA,0,0
SAB 01829 B,"RETEN MASA TRAS.608,709,712,912",REPUESTOS,SABO,MERCEDES BENZ,608,MASA,PESADA,0,0
SAB 01828 B,RETEN MASA DEL. INT. 608/709,REPUESTOS,SABO,MERCEDES BENZ,709,MASA,PESADA,0,0
SAB 81959,JGO.JUNTA MOTOR 355/6,REPUESTOS,SABO,MERCEDES BENZ,OM366,MOTOR,PESADA,0,0
SAB 48626 F,JUNTA BALANCIN MB M/N AMIANTO,REPUESTOS,SABO,MERCEDES BENZ,OM366,MOTOR,PESADA,0,0
SAB 48606 EFPSD,JGO.JUNTA MOTOR 366 SENCILLO C/T,REPUESTOS,SABO,MERCEDES BENZ,OM366,MOTOR,PESADA,0,0
SAB 80226,JUNTA TAPA MOTOR 447/449,REPUESTOS,SABO,MERCEDES BENZ,OM447,MOTOR,PESADA,0,0
SAB 07286 BR,"RETEN CAJA CAMBIO ESCORT,VERONA,FIESTA 21.5X40X7",REPUESTOS,SABO,FORD,VARIOS,CAJA,LIVIANA,0,0
SUS 110.0366.04T,ARBOL LEVA M/N TURBO CO515,REPUESTOS,SACHS,Sin Color,VARIOS,MOTOR,Sin linea,0,0
EAT VS 2535,VALVULA ESCAPE 366 TURBO,REPUESTOS,SACHS,Sin Color,VARIOS,MOTOR,Sin linea,0,0
EAT VS 2587,VALVULA ADMISION 20� ECOL.366 LA 2587,REPUESTOS,SACHS,Sin Color,VARIOS,MOTOR,Sin linea,0,0
IAS 61.45.4063,TUERCA PRIS.RUEDA M/N ALTO (32),REPUESTOS,SACHS,Sin Color,VARIOS,MYF,Sin linea,0,0
SAC 6054,KIT EMBRAGUE VW 1500/1600 FUSCA/KOMBI,REPUESTOS,SACHS,FUSCA,1.5/1.6,EMBRAGUES,LIVIANA,0,0
SAC 3367,RULEMAN COJINETE FORD F1000/ MWM D229-4,REPUESTOS,SACHS,FORD,F 1000,EMBRAGUES,LIVIANA,0,0
SAC 6566,KIT EMBRAGUE GOL/PARATI 1.0 MI,REPUESTOS,SACHS,VOLKSWAGEN,1.6,EMBRAGUES,LIVIANA,0,0
SAC 6367,KIT EMBRAGUE TOYOTA HILUX 2.5/3.0,REPUESTOS,SACHS,TOYOTA,2.5,EMBRAGUES,LIVIANA,0,0
SAC 6365,"KIT EMBRAGUE MITSUBISHI L200/L300, HYUNDAI H1 2.6 ATOS",REPUESTOS,SACHS,MITSUBISHI,2.5,EMBRAGUES,LIVIANA,0,0
SAC 1253,PLATO DE PRESION FIAT 1.6 200mm STRADA,REPUESTOS,SACHS,FIAT,1.6,EMBRAGUES,LIVIANA,0,0
SIE 360004002R,BULBO PRESION DE ACEITE M/N,REPUESTOS,SIEMENS VDO,MERCEDES BENZ,OM366,ELE,PESADA,0,0
VET VCE-2352,CAMPANA EMBRAGUE 1113,REPUESTOS,VETORE,MERCEDES BENZ,1113,EMBRAGUES,PESADA,0,0
VET VCE-3352,CAMPANA EMBRAGUE 1313/608,REPUESTOS,VETORE,MERCEDES BENZ,1313,EMBRAGUES,PESADA,0,0
VET VBD-365,BOMBA DE AGUA 366 C/TAPA,REPUESTOS,VETORE,MERCEDES BENZ,OM366,MOTOR,PESADA,0,0
VET VBA-366RL,REPARO BOMBA AGUA M/N,REPUESTOS,VETORE,MERCEDES BENZ,OM366,MOTOR,PESADA,0,0
VET VCC-0366,CARCAZA CAMBIO M/N,REPUESTOS,VETORE,MERCEDES BENZ,OM366,CAJA,PESADA,0,0
VET VCE-2366,CAMPANA EMBRAGUE M/N 366,REPUESTOS,VETORE,MERCEDES BENZ,OM366,EMBRAGUES,PESADA,0,0
WAB 961.722.002.2,REPARO FRENO DE MANO 2 SAL.,REPUESTOS,WABCO,MERCEDES BENZ,VARIOS,FRENOS,PESADA,0,0
WAB 925.320.002.2,"REPARO CIL.TRISTOP ABA.30""",REPUESTOS,WABCO,SCANIA,VARIOS,FRENOS,PESADA,0,0
NAK N-96026,ROTULA IZQ. FIAT PALIO/STRADA ADVENTURE 06/17,REPUESTOS,NAKATA,GM,VARIOS,SYD,LIVIANA,0,0
NAK N-561,BRAZO DIR.CORTO 1313,REPUESTOS,NAKATA,MERCEDES BENZ,1313,DIRECCION,PESADA,0,0
DAY APV2420,POLEA TENSOR CORREA SC SERIE4 ESTRIA,REPUESTOS,DAYCO,Sin Color,VARIOS,MOTOR,PESADA,0,0
AMA 406,CIELO RASO 608,REPUESTOS,AMALCABURIO,MERCEDES BENZ,608,LYA,PESADA,0,0
AMA 402,CINTA TANQUE COMB.METAL 608,REPUESTOS,AMALCABURIO,MERCEDES BENZ,608,LYA,PESADA,0,0
AMA 441,SOPORTE TANQUE COMB.608,REPUESTOS,AMALCABURIO,MERCEDES BENZ,608,LYA,PESADA,0,0
AMA 605,SOPORTE AMORTIGUADOR 608 INF.,REPUESTOS,AMALCABURIO,MERCEDES BENZ,608,LYA,PESADA,0,0
AMA 401,CINTA TANQUE COMB.METAL CUAD.,REPUESTOS,AMALCABURIO,MERCEDES BENZ,1113,LYA,PESADA,0,0
AMA 711 E,SOPORTE GUARDABARRO (I),REPUESTOS,AMALCABURIO,MERCEDES BENZ,1113/1518,LYA,PESADA,0,0
AMA 303 E,SOPORTE PARAGOLPE 1113 (I),REPUESTOS,AMALCABURIO,MERCEDES BENZ,1113/1518,LYA,PESADA,0,0
AMA 400,SOPORTE TANQUE COMB.300 LTS.CUADRADO S/CINTA,REPUESTOS,AMALCABURIO,MERCEDES BENZ,1113/1518,LYA,PESADA,0,0
AMA 317,PARAGOLPE 1519,REPUESTOS,AMALCABURIO,MERCEDES BENZ,1519,LYA,PESADA,0,0
CINA 5016.38.71,TAPA ALTERNADOR TRAS.M/N 55 AMP.,REPUESTOS,CINAP,Sin Color,VARIOS,ELE,Sin linea,0,0
REI R-090,SOPORTE MOTOR 608 TRAS.S/ROSCA MB,REPUESTOS,SUPORTE REI,MERCEDES BENZ,608,MOTOR,PESADA,0,0
REI R-097,SOPORTE RADIADOR MB 709 PICUDITO / MB 608 CHICO,REPUESTOS,SUPORTE REI,MERCEDES BENZ,608,MOTOR,PESADA,0,0
REI R-098,SOPORTE RADIADOR 608 GRANDE MB,REPUESTOS,SUPORTE REI,MERCEDES BENZ,608,MOTOR,PESADA,0,0
REI R-3008,SOPORTE CARDAN 608 /80,REPUESTOS,SUPORTE REI,MERCEDES BENZ,608,CARDAN,PESADA,0,0
REI R-125,GOMA CARDAN 1519 MB,REPUESTOS,SUPORTE REI,MERCEDES BENZ,1519,CARDAN,PESADA,0,0
REI R-455,CA�ONERA M/N ZF S-5680,REPUESTOS,SUPORTE REI,MERCEDES BENZ,1620,CAJA ZF,PESADA,0,0
REI R-3023,RULEMAN CENTRAL.C/ALEM.70mm MB M/N,REPUESTOS,SUPORTE REI,MERCEDES BENZ,OM366,CARDAN,PESADA,0,0
URB UB0365,BOMBA DE AGUA 366 C/TAPA,REPUESTOS,URBA,MERCEDES BENZ,2314,MOTOR,PESADA,0,0
UNIV 60.142,MECANISMO LEVANTA VIDRIO SERIE 4 (D),REPUESTOS,UNIVERSAL,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
TOT T03A,PATITA EMBRAGUE 1113 ESPEC.,REPUESTOS,TOTA,MERCEDES BENZ,1113,EMBRAGUES,PESADA,0,0
META 160020008,CALCE PUNTA EJE M/N BRONCE,REPUESTOS,METALAUTO,MERCEDES BENZ,OM366,FRENOS,PESADA,0,0
COL ML-6211 ZM,REMACHE BRONCE 8X20 M/N AMARILLO,REPUESTOS,COLAR,MERCEDES BENZ,OM366,FRENOS,PESADA,0,0
"MAH S68150 0,50","PISTON COMPR.C/ARO SC/VL 0.50 69,85mm S.VARGA",REPUESTOS,MAHLE,Sin Color,VARIOS,COMPRESOR,PESADA,0,0
MAH B48134 100,CASQUILLO BIELA MB 100 M/V,REPUESTOS,MAHLE,MERCEDES BENZ,OM352,MOTOR,PESADA,0,0
MAH M48135 STD,CASQUILLO BANCADA MB STD M/V OM352,REPUESTOS,MAHLE,MERCEDES BENZ,OM352,MOTOR,PESADA,0,0
MAH B48134 STD,CASQUILLO BIELA MB STD M/V OM352,REPUESTOS,MAHLE,MERCEDES BENZ,OM352,MOTOR,PESADA,0,0
MAH M48375 050,CASQUILLO BANCADA MB 0.50 M/N OM366 SEMI,REPUESTOS,MAHLE,MERCEDES BENZ,OM366,MOTOR,PESADA,0,0
MAH M48375 STD,CASQUILLO BANCADA MB STD M/N OM366 SEMI,REPUESTOS,MAHLE,MERCEDES BENZ,OM366,MOTOR,PESADA,0,0
MAH E48510 050,PISTON MOTOR 050 TURBO M/N,REPUESTOS,MAHLE,MERCEDES BENZ,OM366,MOTOR,PESADA,0,0
MAH M48333 STD,CASQUILLO BANCADA MB STD M/N OM366,REPUESTOS,MAHLE,MERCEDES BENZ,OM366,MOTOR,PESADA,0,0
"MAH M48333 0,25",CASQUILLO BANCADA MB M/N 0.25 OM366,REPUESTOS,MAHLE,MERCEDES BENZ,OM366,MOTOR,PESADA,0,0
MAH M480852 STD,CASQUILLO BANCADA MB STD OM904,REPUESTOS,MAHLE,MERCEDES BENZ,OM 904,MOTOR,PESADA,0,0
MET BC-135-JSTD,CASQUILLO BANCADA STD M/V SEMI,REPUESTOS,METAL LEVE,MERCEDES BENZ,OM352,MOTOR,PESADA,0,0
"MET BB-237-J0,25",CASQUILLO BIELA 025 M/N,REPUESTOS,METAL LEVE,MERCEDES BENZ,OM366,MOTOR,PESADA,0,0
"MET BC-375-J0,25S",CASQUILLO BANCADA 025 M/N SEMI,REPUESTOS,METAL LEVE,MERCEDES BENZ,OM366,MOTOR,PESADA,0,0
"MET BB-237-J1,00",CASQUILLO BIELA 100 M/N,REPUESTOS,METAL LEVE,MERCEDES BENZ,OM366,MOTOR,PESADA,0,0
VAR RCRS 1257.9,DEPOSITO FLUIDO BAJO,REPUESTOS,VARGA,Sin Color,VARIOS,MYF,PESADA,0,0
VAR RCRS 1813.5,DEPOSITO FLUIDO ALTO,REPUESTOS,VARGA,Sin Color,VARIOS,MYF,PESADA,0,0
VAR RRCR 5680.7,REPARO CIL.RUEDA 608,REPUESTOS,VARGA,MERCEDES BENZ,608,MYF,PESADA,0,0
MB-1659,REPARO CIL.FRENO 708,REPUESTOS,VARGA,MERCEDES BENZ,708,MYF,PESADA,0,0
VAR RCCR 2423.2,"CILINDRO RUEDA DEL.1313 1 27/32""",REPUESTOS,VARGA,MERCEDES BENZ,1313,MYF,PESADA,0,0
VAR RCCM 2790.0,BOMBA CENTRAL 1513 1 CIRCUITO,REPUESTOS,VARGA,MERCEDES BENZ,1513,MYF,PESADA,0,0
VAR RCCE 0023.8,BOMBA DE EMBR.PICUDO SUP.GRUESO,REPUESTOS,VARGA,MERCEDES BENZ,OM366,CYE,PESADA,0,0
VAR RCCE 0031.9,BOMBA DE EMBR.PICUDO M/N 4 OREJAS,REPUESTOS,VARGA,MERCEDES BENZ,OM366,CYE,PESADA,0,0
GAT K080538,CORREA 8PK-1370,REPUESTOS,GATES,Sin Color,OTROS,JUNTAS,PESADA,0,0
KL 68.501,CORONA Y PI�ON 7X40,REPUESTOS,KL,MERCEDES BENZ,1113,DIFERENCIAL,PESADA,0,0
KL 67.712,PLANETARIO 1114/1214,REPUESTOS,KL,MERCEDES BENZ,1114,DIFERENCIAL,PESADA,0,0
KL 68.221,EJE PRINCIPAL M/N TURBO,REPUESTOS,KL,MERCEDES BENZ,OM366,CAJA,PESADA,0,0
KL 68.182,ASIENTO RODILLO 3�M/N 41.9mm,REPUESTOS,KL,MERCEDES BENZ,OM366,CAJA,PESADA,0,0
KL 68.211,EJE DE MANDO M/N TURBO,REPUESTOS,KL,MERCEDES BENZ,OM366,CAJA,PESADA,0,0
KL 68.180,ASIENTO RODILLO 1�ATRAS M/N,REPUESTOS,KL,MERCEDES BENZ,OM366,CAJA,PESADA,0,0
KL 68.181,ASIENTO RODILLO 2� M/N,REPUESTOS,KL,MERCEDES BENZ,OM366,CAJA,PESADA,0,0
KL 68.421,CONJ.SINC.2�3� M/N SOLO,REPUESTOS,KL,MERCEDES BENZ,OM366,CAJA,PESADA,0,0
KL 68.030,ENGRANAJE 3� M/N,REPUESTOS,KL,MERCEDES BENZ,OM366,CYD,PESADA,0,0
KL 68.012,ENGRANAJE 1� M/N,REPUESTOS,KL,MERCEDES BENZ,OM366,CYD,PESADA,0,0
KL 68.151,ENGRANAJE 5� M/N TURBO,REPUESTOS,KL,MERCEDES BENZ,OM366,CYD,PESADA,0,0
FLA 90 0176,BOMBIN COMPLETO M/V,REPUESTOS,FLAG,MERCEDES BENZ,OM352,MOTOR,PESADA,0,0
BOR 14879880096,TURBINA SC EURO5,REPUESTOS,BORG WAGNER TURBO SYSTEMS,SCANIA,SERIE 5,MOTOR,PESADA,0,0
